,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,wqi
2331,27.0,6.825,6.9,51.5,0.875,0.45,197.75,85.26
2332,27.75,6.175,6.55,44.25,0.725,0.205,1630.0,73.04
2333,28.375,4.45,6.45,76.75,1.05,0.34,2675.0,55.02
2334,28.75,7.025,7.4,69.25,1.0,0.12,660.0,82.94
2335,25.875,6.475,6.75,58.25,0.47,0.24,1026.0,76.34
2336,28.0,4.55,6.85,98.0,0.6,0.11,347.5,73.84
2337,28.75,7.1,7.025,50.75,0.975,0.775,1700.0,82.94
2338,21.5,5.475,7.2,342.1,1.485,0.1,30.0,87.66
2339,22.0,6.3,7.16666667,249.2,1.62333333,0.1,53.3333333,88.02
2340,22.0,4.9,7.3,341.733333,1.62,0.1,70.0,76.42
2341,22.0,4.93333333,7.19,355.733333,1.56666667,0.1,70.0,76.42
2342,24.0,5.95,6.3,115.0,3.25,0.1,25.0,67.2
2343,23.0,6.75,6.8,302.25,3.1,0.1,32.5,85.3
2344,24.0,6.65,7.29,224.5,3.1,0.1,35.0,89.14
2345,23.5,6.65,6.85,397.6,1.95,0.1,22.5,89.98
2346,20.0,6.2,6.9,185.5,4.1,0.1,5.0,91.46
2347,24.0,5.7,7.1,464.45,2.1,0.1,30.0,87.66
2348,24.0,5.5,7.575,298.0,2.0,0.1,32.5,88.02
2349,23.5,6.25,7.15,110.7,3.05,0.1,12.5,89.32
2350,24.0,6.3,6.915,96.15,2.35,0.1,32.5,77.5
2351,23.5,6.0,6.905,93.95,2.0,0.1,45.0,77.5
2352,24.0,4.55,8.1,308.9,4.15,0.1,117.5,71.74
2353,24.5,5.6,8.25,204.2,2.6,0.1,262.5,82.58
2354,24.0,3.95,7.465,191.45,1.15,0.1,157.5,71.34
2355,21.4583333,7.13333333,7.09166667,256.0,7.90833333,0.89825,3583.33333,73.0399999999999
2356,19.0,6.925,7.15833333,238.916667,7.275,0.9825,3525.0,73.0399999999999
2357,21.375,7.54166667,6.95833333,75.8333333,1.53333333,0.48666667,63.75,71.88
2358,28.8,6.644,7.828,232.0,2.836,0.882,458.0,88.02
2359,28.9,6.36,8.036,203.2,3.008,0.406,528.0,77.9
2360,21.25,7.225,7.8,446.0,3.0,0.1,3500.0,82.0399999999999
2363,17.0,6.0,8.0,59.0,0.2,0.1,1600.0,82.94
2364,26.2272727,7.39090909,7.49090909,187.2,0.62727273,5.42090909,1600.0,82.58
2365,26.25,8.1,7.83,167.154545,2.24166667,0.48590204,2123.33333,82.58
2366,27.0454545,8.01818182,7.13909091,150.636364,3.51363636,0.14463636,2443.0,77.9
2367,30.0,7.3,7.3,1631.0,0.2,2.0,0.83,98.9
2368,27.0,6.9,6.9,1519.0,0.2,2.0,0.73,95.6
2369,27.0,7.1,7.1,1611.0,0.2,2.0,0.66,98.9
2370,23.0,7.1,7.1,2032.0,3.2,2.0,0.81,94.22
2371,29.0,7.8,7.8,889.0,0.7,2.0,0.62,98.9
2372,27.6,7.3,7.3,1151.0,8.0,3.0,0.87,89.5399999999999
2373,14.0,10.0,8.0,112.0,0.2,0.5,1072.0,82.7599999999999
2374,16.0,9.0,8.0,117.0,0.2,0.5,722.0,82.7599999999999
2375,16.0,9.0,8.0,155.0,0.5,0.7,1855.0,82.58
2376,19.0,8.0,8.0,211.0,0.5,0.5,72.0,88.2
2377,19.0,8.0,8.0,202.0,0.6,0.4,123.0,88.2
2378,19.0,8.0,8.0,280.0,0.7,1.1,157.0,88.02
2379,20.0,8.0,8.0,177.0,0.5,0.4,92.0,88.2
2380,15.0,8.0,8.0,285.0,0.0,0.8,50.0,93.64
2381,18.0,7.0,8.0,316.0,1.0,1.6,500.0,87.66
2382,15.0,7.0,7.0,334.0,1.0,2.0,600.0,82.0399999999999
2383,15.0,8.0,8.0,177.0,0.5,0.6,662.0,82.58
2384,14.0,7.0,7.0,334.0,1.0,1.0,738.0,82.0399999999999
2385,14.0,7.0,7.0,317.0,0.8,1.8,567.0,82.0399999999999
2386,16.0,7.0,7.0,310.0,1.0,2.0,650.0,82.0399999999999
2387,17.0,7.0,7.0,320.0,0.7,1.8,725.0,82.0399999999999
2388,16.0,7.0,8.0,304.0,1.0,1.5,550.0,82.0399999999999
2389,14.0,9.0,8.0,96.0,0.2,0.5,606.0,82.7599999999999
2390,14.0,10.0,8.0,225.0,0.2,0.6,1586.0,82.58
2391,14.0,10.0,8.0,214.0,0.5,0.7,1606.0,82.58
2392,17.0,9.0,8.0,202.0,0.5,0.3,59.0,88.2
2393,20.0,8.0,8.0,272.0,2.7,1.9,703.0,82.4
2394,20.0,8.0,8.0,272.0,2.7,1.9,703.0,82.4
2395,21.0,7.0,7.0,279.0,2.0,2.0,503.0,82.4
2396,21.0,7.0,8.0,288.0,2.4,2.0,803.0,82.4
2397,23.0,7.0,7.0,279.0,2.5,3.0,500.0,88.02
2398,23.0,7.0,7.0,283.0,2.0,3.0,600.0,82.4
2399,18.0,5.0,7.0,494.0,3.0,2.7,950.0,70.8
2400,18.0,8.0,8.0,155.0,0.5,0.5,80.0,88.2
2401,15.0,9.0,8.0,158.0,0.5,0.4,106.0,88.2
2402,14.0,8.0,8.0,167.0,0.7,0.7,50.0,93.82
2403,20.0,8.0,8.0,364.0,2.1,1.3,69.0,87.66
2404,24.0,9.0,8.0,622.0,2.0,0.8,75.0,87.66
2405,24.0,8.0,8.0,583.0,1.3,1.2,86.0,87.66
2406,24.0,8.0,8.0,443.0,1.2,1.0,116.0,87.66
2407,19.0,8.0,8.0,233.0,1.1,0.9,2327.0,82.4
2408,19.0,8.0,8.0,99.0,0.5,0.5,100.0,88.38
2409,21.0,8.0,8.0,129.0,0.4,0.6,113.0,88.38
2410,18.3,8.6,8.0,135.0,1.0,0.06,3200.0,82.7599999999999
2411,17.1,9.1,7.7,121.0,1.7,0.1,99.0,88.38
2413,19.4,8.3,7.8,157.0,2.5,0.1,377.0,88.2
2414,19.6,8.2,7.4,221.0,3.4,0.5,2497.0,77.9
2415,18.3,8.4,7.4,196.0,2.8,0.21,1377.0,82.58
2416,18.5,8.3,7.6,230.0,3.6,0.23,1713.0,77.72
2417,19.2,8.7,7.5,189.0,3.1,0.23,850.0,77.9
2418,20.3,8.3,7.4,206.0,3.7,0.28,1743.0,77.9
2424,27.4,8.7,8.0,387.0,3.7,1.96,1995.0,77.36
2428,23.2,8.3,7.8,259.0,2.7,0.1,2338.0,82.4
2429,22.3,8.5,7.7,298.0,2.8,0.1,3933.0,82.4
2430,24.6,7.3,7.8,413.0,2.7,0.1,3667.0,82.0399999999999
2434,24.6,7.8,7.9,363.0,2.7,0.1,3371.0,82.0399999999999
2436,18.8,8.3,7.8,171.0,0.9,0.06,1255.0,82.58
2438,21.7,8.2,7.8,321.0,1.1,0.34,16.0,93.28
2439,26.7,6.5,7.9,610.0,2.5,1.33,2833.0,82.0399999999999
2440,13.5,9.1,7.5,255.0,2.1,0.1,1600.0,82.4
2441,23.8,8.8,7.9,399.0,2.7,1.7,2708.0,82.0399999999999
2442,25.0,8.5,7.9,355.0,3.1,1.47,1560.0,77.36
2443,27.8,7.9,7.9,355.0,3.6,1.71,2950.0,77.36
2444,24.0,7.5,8.1,387.0,3.6,0.55,363.0,82.98
2445,23.5,7.7,8.2,370.0,2.8,0.39,198.0,87.66
2447,23.8,7.7,8.2,421.0,2.8,0.44,295.0,87.66
2448,23.5,7.6,8.1,425.0,3.0,0.5,328.0,87.66
2449,21.1,8.8,7.8,297.0,2.6,0.1,2543.0,82.4
2450,26.2,7.6,7.7,178.0,1.4,0.82,1800.0,82.58
2451,26.3,7.2,7.7,185.0,2.1,0.89,2142.0,82.58
2452,23.2,8.1,7.9,251.0,2.6,0.1,2300.0,82.4
2453,21.7,8.5,7.8,262.0,2.6,0.1,1844.0,82.4
2454,24.0,7.0,8.7,343.0,2.5,0.1,1100.0,75.44
2455,23.5,6.9,7.7,290.0,2.6,0.1,2300.0,82.4
2456,24.3,7.8,8.1,330.0,2.7,0.1,2733.0,82.0399999999999
2457,22.7,7.9,8.2,331.0,2.7,0.1,2600.0,82.0399999999999
2458,24.7,7.6,8.0,480.0,2.7,0.1,2500.0,82.0399999999999
2460,24.0,7.6,7.6,218.0,2.7,0.1,1750.0,82.58
2461,24.0,7.5,7.5,214.0,2.7,0.1,1950.0,82.58
2462,24.3,5.8,8.0,368.0,5.3,0.1,3167.0,71.74
2463,28.0,6.5,7.8,286.0,2.7,0.1,2400.0,82.4
2464,26.7,6.8,7.6,375.0,2.7,0.1,2967.0,82.0399999999999
2465,24.7,7.6,7.8,361.0,2.7,0.1,2100.0,82.0399999999999
2466,24.0,8.0,8.0,391.0,2.7,0.1,2733.0,82.0399999999999
2468,26.5,7.0,7.6,332.0,3.0,0.1,1950.0,82.0399999999999
2469,22.7,8.0,8.2,269.0,0.7,0.79,51.0,88.02
2470,21.4,8.3,7.7,324.0,1.2,0.31,17.0,93.28
2471,22.0,8.4,7.9,331.0,1.2,0.36,17.0,93.28
2472,21.5,8.1,8.1,174.0,0.8,0.49,63.0,88.2
2473,20.9,8.5,7.7,511.0,1.0,0.31,12.0,93.28
2474,20.7,8.6,7.9,509.0,1.2,0.38,13.0,93.28
2475,25.8,7.8,7.9,360.0,1.4,0.1,8.0,93.28
2476,26.0,7.8,8.0,445.0,1.6,0.1,8.0,93.28
2477,28.0,10.6,7.6,634.0,4.1,1.28,146.0,82.98
2478,28.0,7.5,7.9,646.0,2.0,0.93,50.0,93.28
2479,36.0,7.8,7.9,436.0,3.4,1.35,58.0,82.98
2480,35.5,7.2,7.9,643.0,3.3,4.37,934.0,77.36
2481,35.0,7.1,8.1,734.0,3.9,1.89,512.0,77.36
2482,28.0,8.8,7.5,691.0,5.4,0.1,70.0,82.98
2483,37.0,8.1,7.7,375.0,1.9,0.46,65.0,87.66
2484,28.4,6.6,7.7,416.0,2.5,1.23,1600.0,82.0399999999999
2485,27.5,5.5,8.2,368.0,1.3,0.23,10.0,87.66
2486,25.8,7.4,7.4,380.0,2.0,0.6,1600.0,82.0399999999999
2487,28.5,5.9,7.8,388.0,1.5,0.38,7.0,87.66
2488,26.8,5.5,8.1,515.0,2.1,0.43,107.0,82.04
2489,26.0,5.6,8.0,473.0,1.0,0.62,6.0,87.66
2490,25.1,8.0,7.6,665.0,2.1,0.48,1600.0,82.0399999999999
2491,27.5,8.4,7.6,342.0,2.1,0.1,1600.0,82.0399999999999
2492,27.8,7.7,7.6,618.0,2.6,0.1,1600.0,82.0399999999999
2493,22.6,7.2,7.6,474.0,3.4,1.92,422.0,82.98
2494,26.5,5.8,8.4,471.0,1.5,0.52,49.0,87.66
2495,23.3,7.8,7.5,642.0,2.4,0.4,1600.0,82.0399999999999
2496,28.0,8.6,7.6,219.0,1.3,0.03,34.0,93.82
2497,27.7,6.9,7.6,913.0,9.0,3.01,1600.0,72.68
2498,25.5,5.4,7.9,421.0,1.3,0.67,14.0,87.66
2499,26.2,5.5,8.2,535.0,1.7,0.57,13.0,87.66
2500,22.3,8.0,8.0,897.0,1.9,0.4,1600.0,82.0399999999999
2501,23.1,5.7,7.7,884.0,6.5,2.8,683.0,67.06
2502,22.6,7.7,7.6,693.0,2.0,0.3,1600.0,82.0399999999999
2503,23.9,5.3,7.8,538.0,2.5,0.33,12.0,87.66
2504,22.1,5.9,8.3,290.0,1.9,0.19,19.0,88.02
2505,27.0,5.5,8.2,461.0,1.4,0.51,26.0,87.66
2506,26.5,5.4,8.0,349.0,2.0,0.37,28.0,87.66
2507,25.0,7.3,7.5,59.0,3.4,0.1,1600.0,78.26
2508,30.2,7.1,7.5,59.0,2.6,0.1,1600.0,82.94
2509,32.9,7.1,7.6,59.0,2.6,0.1,1600.0,82.94
2510,34.0,7.5,7.3,59.0,0.8,0.1,1600.0,82.94
2513,34.3,7.5,7.5,59.0,1.3,0.1,1600.0,82.94
2514,34.3,7.8,7.4,59.0,0.8,0.1,1600.0,82.94
2517,25.7,7.3,7.7,384.0,2.7,0.1,3133.0,82.0399999999999
2518,28.0,6.7,6.5,59.0,2.6,0.1,1600.0,73.04
2519,22.7,6.4,7.0,59.0,3.8,0.1,750.0,78.26
2520,23.3,7.9,7.3,128.0,2.6,0.13,1149.0,82.7599999999999
2521,23.2,8.4,7.3,148.0,2.1,0.14,1561.0,82.7599999999999
2522,23.8,6.4,7.1,151.0,1.5,0.12,780.0,82.58
2523,24.3,7.7,7.5,152.0,2.1,0.16,982.0,82.58
2524,25.4,7.3,7.3,159.0,1.5,0.15,1545.0,82.58
2525,26.8,7.0,7.2,194.0,2.3,0.13,2225.0,82.58
2526,25.3,7.0,7.5,156.0,1.7,0.12,740.0,82.58
2527,26.4,7.4,7.4,153.0,1.9,0.12,363.0,88.2
2528,26.0,7.8,7.3,169.0,1.1,0.16,1837.0,82.58
2529,27.4,6.9,7.2,147.0,1.6,0.1,720.0,82.7599999999999
2530,25.0,4.3,7.9,258.0,0.6,0.1,1600.0,71.16
2531,23.0,4.0,7.8,199.0,1.8,0.1,1600.0,65.72
2532,25.3,5.1,7.7,271.0,0.8,0.1,1600.0,76.78
2533,25.3,1.1,7.4,287.0,3.4,0.1,1600.0,49.62
2534,25.0,4.7,7.8,273.0,1.3,0.1,1600.0,71.16
2535,28.5,6.6,7.1,173.0,1.6,0.1,1600.0,82.58
2536,24.0,3.0,7.5,295.0,1.6,0.1,1600.0,65.5399999999999
2537,20.5,4.5,8.0,420.0,0.9,0.1,1600.0,70.8
2538,26.3,4.2,7.8,172.0,0.8,0.1,1600.0,71.34
2539,20.8,8.9,7.0,104.0,1.7,0.11,91.0,88.38
2540,22.0,7.1,7.0,182.0,1.8,0.13,501.0,82.58
2541,22.3,5.8,7.0,188.0,2.7,0.12,607.0,76.96
2542,24.0,5.7,6.6,129.0,2.1,0.13,767.0,67.24
2543,24.0,6.1,6.6,129.0,4.6,0.16,1070.0,68.18
2544,26.3,6.9,7.9,242.0,1.2,0.12,244.0,88.02
2545,23.5,6.0,6.7,141.0,3.6,0.11,120.0,77.1
2546,24.0,8.9,7.3,94.0,1.3,0.1,767.0,82.7599999999999
2547,29.3,7.6,6.7,142.0,3.0,0.11,1515.0,76.16
2548,27.7,7.1,7.6,111.0,1.6,0.11,487.0,88.38
2549,25.3,6.9,7.2,293.0,2.2,0.13,530.0,82.4
2550,22.0,5.8,7.3,178.0,2.9,0.16,1067.0,76.96
2551,22.5,4.7,6.8,57.0,1.7,0.13,560.0,68.4
2552,23.5,6.4,7.1,106.0,2.3,0.15,400.0,88.38
2554,24.8,6.9,7.9,189.0,2.4,0.12,967.0,82.58
2555,15.7,7.2,7.2,127.0,2.0,0.11,637.0,82.7599999999999
2557,28.0,23.1,6.5,268.0,2.6,2.31,79.0,78.12
2558,28.0,20.2,6.3,293.0,3.9,2.7,251.0,66.84
2559,28.0,19.3,6.1,283.0,4.3,2.7,258.0,66.84
2560,28.0,18.6,6.2,288.0,4.3,2.8,404.0,66.84
2561,28.0,22.9,6.4,278.0,2.4,2.3,91.0,71.52
2562,28.0,22.4,6.5,293.0,3.2,2.32,114.0,73.44
2563,28.0,23.1,6.2,256.0,3.3,2.37,132.0,66.84
2564,28.0,22.4,6.4,277.0,3.6,2.54,172.0,66.84
2565,28.0,20.9,6.2,283.0,3.8,2.53,190.0,66.84
2566,22.0,7.4,7.5,144.0,1.3,0.14,453.0,88.38
2567,23.5,7.2,7.2,150.0,1.6,0.15,1003.0,82.7599999999999
2568,29.0,6.7,7.1,76.0,1.8,0.12,1493.0,82.7599999999999
2569,22.3,8.5,7.1,128.0,2.8,0.1,273.0,88.38
2570,23.5,8.3,7.1,116.0,3.0,0.11,273.0,88.38
2571,27.0,7.3,6.5,85.0,1.5,0.1,1001.0,72.86
2572,24.5,7.1,6.8,145.0,3.2,0.11,485.0,80.4
2573,27.5,6.9,7.4,98.0,0.7,0.14,230.0,88.38
2574,15.8,7.3,7.2,94.0,3.8,0.11,887.0,78.08
2575,21.5,8.4,7.5,110.0,2.0,0.11,1525.0,82.7599999999999
2576,28.4,5.4,8.5,581.0,1.0,0.85,16.0,87.66
2577,25.0,7.8,8.3,517.0,1.0,0.36,21.0,93.28
2578,23.2,7.8,7.8,578.0,2.5,0.34,13.0,93.28
2579,26.6,7.6,8.1,418.0,3.3,0.22,9.0,88.6
2580,25.0,8.8,8.3,561.0,2.0,0.38,9.0,93.28
2581,27.1,7.7,8.3,354.0,3.4,0.14,14.0,88.6
2582,27.5,7.7,8.3,348.0,3.2,0.05,14.0,88.6
2583,26.6,7.3,7.6,423.0,2.5,0.93,1600.0,82.0399999999999
2584,28.7,7.1,7.6,312.0,2.0,0.72,1600.0,82.0399999999999
2585,26.8,7.2,7.6,364.0,0.9,1.48,1600.0,82.0399999999999
2586,27.4,7.1,7.5,426.0,2.1,0.99,1600.0,82.0399999999999
2587,27.0,7.0,8.5,668.0,5.0,0.17,17.0,88.6
2588,27.0,5.5,8.6,391.0,4.0,0.03,15.0,79.68
2589,22.0,7.1,8.1,506.0,4.0,0.47,430.0,82.98
2590,25.5,7.8,7.4,464.0,1.9,0.85,87.0,87.66
2591,37.5,8.3,8.1,284.0,2.0,1.06,732.0,82.4
2592,24.0,8.0,7.6,593.0,1.4,1.3,38.0,93.28
2593,37.0,8.6,8.0,255.0,1.3,0.98,576.0,82.4
2594,37.0,7.9,8.0,269.0,1.8,0.9,613.0,82.4
2595,37.0,8.0,8.2,299.0,2.1,1.03,631.0,82.4
2596,25.2,7.0,7.5,336.0,1.8,0.48,1600.0,82.0399999999999
2597,23.4,7.6,7.5,355.0,1.6,0.75,100.0,87.66
2598,26.4,7.6,7.9,274.0,2.3,0.18,16.0,93.64
2599,22.4,7.2,7.6,482.0,2.4,0.73,111.0,87.66
2600,21.4,7.8,7.5,536.0,1.7,0.97,82.0,87.66
2601,34.4,6.1,7.7,536.0,5.3,2.42,41.0,88.6
2602,32.0,5.7,7.5,604.0,5.7,2.5,54.0,77.36
2603,31.4,6.2,7.6,573.0,4.7,3.14,50.0,88.6
2604,27.5,7.0,7.7,352.0,1.5,0.1,3170.0,82.0399999999999
2605,27.7,7.4,8.0,359.0,1.9,0.22,1510.0,82.0399999999999
2606,27.5,7.2,7.7,535.0,2.0,0.3,1908.0,82.0399999999999
2607,27.5,7.1,8.0,525.0,1.9,0.3,2775.0,82.0399999999999
2608,27.0,7.0,7.9,659.0,1.9,0.27,2150.0,82.0399999999999
2609,25.8,5.7,7.7,417.0,4.3,1.74,50.0,82.98
2610,32.0,6.0,7.7,664.0,5.4,2.51,43.0,88.6
2612,30.7,5.8,7.7,487.0,5.2,2.75,39.0,82.98
2613,37.3,7.5,7.8,521.0,2.2,3.4,647.0,82.0399999999999
2614,21.9,5.2,7.8,995.0,6.6,3.25,346.0,72.68
2615,29.3,6.2,7.5,520.0,5.0,3.03,51.0,82.98
2616,31.4,6.4,7.6,507.0,4.0,2.47,68.0,82.98
2617,28.4,6.2,7.6,510.0,4.8,3.51,53.0,82.98
2618,29.4,6.1,7.5,540.0,5.1,2.84,69.0,82.98
2619,31.1,6.5,7.6,561.0,3.7,2.28,96.0,82.98
2620,31.3,6.5,7.7,579.0,3.8,2.54,69.0,82.98
2621,22.0,5.2,7.9,840.0,5.7,2.04,348.0,77.36
2622,31.6,6.3,7.7,568.0,4.9,2.15,89.0,82.98
2623,31.4,6.5,7.8,482.0,4.3,1.96,46.0,88.6
2624,32.0,5.8,7.8,445.0,4.8,2.12,52.0,77.36
2625,28.5,8.2,7.7,296.0,1.0,0.8,11.0,93.64
2626,28.8,7.8,7.6,347.0,1.0,1.4,101.0,87.66
2627,28.7,7.7,7.7,372.0,1.0,1.4,158.0,87.66
2628,30.3,7.6,7.7,392.0,1.0,1.6,37.0,93.28
2629,29.0,6.9,7.7,233.0,1.4,2.07,15.0,93.64
2630,29.0,7.2,7.5,320.0,1.4,2.51,18.0,93.28
2631,28.4,7.1,8.0,213.0,1.2,1.48,18.0,93.82
2632,27.2,7.3,7.5,272.0,1.2,1.26,127.0,88.02
2633,27.2,7.6,7.9,189.0,1.4,0.92,1937.0,82.58
2634,27.0,7.5,7.8,199.0,1.5,0.18,2415.0,82.58
2636,26.4,7.3,7.9,203.0,1.3,0.39,1616.0,82.58
2637,27.0,7.2,8.0,237.0,1.8,0.34,2625.0,82.4
2638,27.0,7.3,8.0,188.0,1.5,0.19,3293.0,82.58
2639,25.9,7.8,8.0,202.0,1.3,0.66,1508.0,82.58
2640,28.5,8.1,8.0,198.0,1.4,0.49,1023.0,82.58
2642,27.7,7.6,8.0,202.0,1.4,0.35,1718.0,82.58
2643,27.3,6.7,7.9,184.0,1.7,0.69,829.0,82.58
2644,28.1,7.5,8.0,2453.0,1.3,0.78,3017.0,82.0399999999999
2645,22.8,7.5,7.5,320.0,1.5,0.49,658.0,82.0399999999999
2646,24.3,7.5,7.4,329.0,1.6,0.4,828.0,82.0399999999999
2647,28.8,7.6,7.6,389.0,1.0,1.2,106.0,87.66
2648,29.5,8.1,7.7,344.0,1.0,1.4,85.0,87.66
2649,24.0,7.6,7.5,330.0,1.6,0.5,820.0,82.0399999999999
2650,23.8,7.5,7.5,336.0,1.9,0.6,995.0,82.0399999999999
2651,29.5,7.7,7.8,333.0,1.0,1.5,41.0,93.28
2652,26.3,6.4,7.1,59.0,1.4,1.31,122.0,88.56
2653,28.9,6.9,7.9,236.0,1.6,1.73,16.0,93.64
2654,27.3,7.3,7.5,266.0,1.4,1.22,153.0,88.02
2655,27.3,7.2,7.6,278.0,2.1,1.26,276.0,88.02
2656,28.9,7.4,7.9,144.0,1.5,0.39,2353.0,82.7599999999999
2658,27.5,7.5,7.9,157.0,1.4,0.25,1439.0,82.58
2659,27.5,7.5,8.0,162.0,1.8,0.42,2728.0,82.58
2660,25.9,7.4,7.8,249.0,1.6,0.43,683.0,82.4
2662,29.1,8.8,7.9,191.0,1.8,0.29,932.0,82.58
2664,27.1,7.7,8.0,201.0,1.7,0.51,1453.0,82.58
2666,26.3,7.1,7.7,143.0,1.2,1.19,3492.0,82.7599999999999
2668,28.3,7.8,7.9,192.0,1.6,1.54,2825.0,82.58
2669,28.8,7.9,7.7,143.0,1.5,0.86,1568.0,82.7599999999999
2670,28.2,7.4,7.8,177.0,1.8,0.59,1069.0,82.58
2671,25.8,7.6,7.9,140.0,1.7,0.54,2267.0,82.7599999999999
2672,25.7,7.5,7.9,153.0,1.5,0.63,1257.0,82.58
2677,26.1,7.8,7.6,169.0,0.6,4.67,1600.0,82.58
2679,22.6,7.3,6.9,59.0,1.9,0.1,1600.0,79.64
2680,24.3,7.8,7.1,59.0,1.6,0.1,750.0,82.94
2681,24.0,7.7,6.9,59.0,1.8,0.1,1500.0,79.64
2682,26.0,8.0,7.9,140.0,1.9,0.5,3470.0,82.7599999999999
2684,23.4,7.5,7.3,59.0,2.0,0.1,1600.0,82.94
2685,23.6,7.4,6.9,59.0,2.6,0.1,1600.0,79.64
2686,24.7,7.7,7.6,152.0,1.6,0.94,1472.0,82.58
2688,28.2,7.6,8.1,241.0,1.2,0.28,2798.0,82.4
2690,27.0,7.5,7.5,164.0,0.5,5.67,1600.0,82.58
2691,26.7,7.9,7.6,166.0,0.6,4.8,1600.0,82.58
2692,26.5,7.8,7.5,155.0,0.4,5.18,1600.0,82.58
2693,24.3,6.3,7.0,59.0,4.4,0.1,1650.0,78.26
2694,23.7,5.9,7.0,59.0,5.2,0.1,1500.0,72.64
2695,23.1,7.5,7.0,59.0,2.5,0.1,1500.0,82.94
2696,22.6,7.6,7.2,59.0,2.3,0.1,1350.0,82.94
2697,23.5,7.8,7.3,59.0,3.3,0.1,750.0,78.26
2698,27.3,6.8,8.0,574.0,4.7,1.1,86.0,82.98
2699,25.5,5.9,7.7,313.0,6.5,1.51,77.0,72.68
2700,25.7,5.5,7.6,363.0,6.6,1.71,47.0,78.3
2701,26.1,5.2,7.3,467.0,8.8,2.63,152.0,72.68
2702,25.3,6.4,7.6,359.0,4.1,1.91,55.0,82.98
2703,26.0,5.2,7.5,344.0,9.5,1.88,160.0,72.68
2704,25.0,6.5,7.5,201.0,4.2,1.27,34.0,89.14
2705,28.4,6.3,8.1,970.0,4.8,1.35,85.0,82.98
2706,27.3,6.8,8.1,537.0,4.4,1.23,84.0,82.98
2707,27.4,6.4,8.1,733.0,5.1,1.87,98.0,82.98
2708,27.6,6.1,8.0,935.0,6.2,2.1,83.0,78.3
2709,25.6,6.6,7.9,642.0,4.9,1.4,76.0,82.98
2710,29.7,6.6,8.1,582.0,4.4,1.52,103.0,82.98
2711,30.2,6.2,8.1,569.0,4.5,1.81,103.0,82.98
2712,27.4,6.8,7.8,432.0,4.2,1.05,82.0,82.98
2713,26.6,5.7,8.1,477.0,2.2,1.78,188.0,82.04
2714,24.8,8.0,8.0,481.0,2.3,0.31,854.0,82.0399999999999
2715,24.8,8.6,8.2,522.0,3.1,0.3,1056.0,77.36
2716,24.8,7.7,8.1,565.0,4.8,0.8,1600.0,77.36
2717,24.6,8.0,8.2,480.0,2.2,0.28,1182.0,82.0399999999999
2718,24.9,7.9,8.1,514.0,3.2,0.27,1600.0,77.36
2719,26.5,6.8,7.9,338.0,1.7,0.23,1196.0,82.0399999999999
2720,27.6,6.5,8.0,342.0,1.5,0.3,1188.0,82.0399999999999
2721,25.1,8.1,8.2,481.0,2.3,0.26,1380.0,82.0399999999999
2722,20.0,5.5,7.7,331.0,0.6,0.26,1200.0,76.42
2723,20.0,5.7,7.6,344.0,0.7,0.27,1308.0,76.42
2724,20.0,5.0,7.1,671.0,0.7,0.32,1325.0,70.8
2725,26.3,6.4,7.5,255.0,1.1,1.74,525.0,82.4
2726,26.2,6.7,7.8,244.0,1.0,1.2,330.0,88.02
2727,25.6,6.4,7.7,248.0,1.1,1.49,428.0,88.02
2728,26.4,6.2,7.4,268.0,1.2,1.96,984.0,82.4
2729,25.6,6.3,7.6,307.0,1.3,1.9,793.0,82.0399999999999
2730,25.8,7.7,7.6,59.0,1.2,0.1,7.0,94.18
2731,25.8,7.7,7.7,59.0,1.2,0.1,10.0,94.18
2732,27.4,6.0,8.0,540.0,4.7,1.88,100.0,82.98
2733,26.3,6.2,8.2,394.0,1.9,0.79,106.0,87.66
2734,26.5,5.6,7.7,652.0,3.2,3.44,149.0,77.36
2735,26.8,5.8,8.1,421.0,2.2,0.72,186.0,82.04
2736,26.8,5.3,8.1,393.0,2.2,0.92,148.0,82.04
2737,27.3,7.9,7.9,59.0,2.1,0.66,1396.0,82.94
2738,30.5,7.0,7.9,492.0,4.2,3.0,1160.0,77.36
2739,24.5,8.9,8.1,430.0,2.6,0.3,1130.0,82.0399999999999
2740,20.2,6.0,8.0,697.0,6.0,2.2,139.0,82.98
2741,19.0,5.9,7.8,621.0,5.3,1.31,121.0,77.36
2742,19.5,5.3,7.8,654.0,6.2,1.29,163.0,72.68
2743,20.0,5.5,7.9,893.0,6.6,2.43,117.0,72.68
2744,18.2,5.8,8.0,554.0,5.4,1.3,155.0,77.36
2745,21.5,7.8,7.6,505.0,1.7,0.98,81.0,87.66
2746,22.5,7.8,7.5,495.0,1.9,0.99,100.0,87.66
2747,21.6,6.1,8.0,562.0,5.3,1.92,194.0,82.98
2748,22.5,5.9,8.0,495.0,5.0,1.24,186.0,77.36
2749,23.0,5.3,7.9,541.0,6.2,1.4,235.0,72.68
2750,19.1,5.9,7.9,573.0,5.3,1.46,152.0,77.36
2751,18.3,5.4,7.9,622.0,6.7,1.47,248.0,72.68
2752,19.7,6.0,7.8,644.0,5.0,1.34,200.0,82.98
2753,22.2,5.5,7.9,740.0,5.4,1.66,184.0,77.36
