,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,wqi
1528,27.8,7.7,7.6,618.3,2.6,0.1,1600.0,82.0399999999999
1529,22.6333,7.16667,7.63833,474.333,3.4,1.92183,421.667,82.98
1530,26.4727,5.76436,8.37727,470.909,1.50364,0.52,49.2727,87.66
1531,23.25,7.8,7.482,642.0,2.38,0.404,1600.0,82.0399999999999
1532,28.0,8.6,7.61,219.0,1.3,0.034,34.0,93.82
1533,27.7273,6.90909,7.60545,913.455,8.99,3.00982,1600.0,72.68
1534,25.4727,5.38182,7.90273,420.909,1.292,0.66545,14.3636,87.66
1535,26.1545,5.47955,8.21818,534.545,1.69191,0.57273,13.2727,87.66
1536,22.3,8.0,8.0,896.5,1.9,0.4,1600.0,82.0399999999999
1537,23.1,5.65,7.665,884.0,6.5,2.80133,683.333,67.06
1538,22.6,7.7,7.6,692.5,2.0,0.3,1600.0,82.0399999999999
1539,23.8636,5.33636,7.75727,538.182,2.47709,0.32982,12.2727,87.66
1540,22.1,5.85,8.257,290.0,1.87,0.186,18.6,88.02
1541,26.9545,5.47182,8.15,460.909,1.36727,0.50727,26.0909,87.66
1542,26.5455,5.37182,7.99,349.091,2.01364,0.36545,27.8182,87.66
1543,25.0,7.27143,7.5,59.0,3.42857,0.1,1600.0,78.26
1544,30.1667,7.1,7.5375,59.0,2.575,0.1,1600.0,82.94
1545,32.875,7.1,7.5625,59.0,2.575,0.1,1600.0,82.94
1546,34.0,7.5125,7.3,59.0,0.8125,0.1,1600.0,82.94
1549,34.25,7.45,7.4875,59.0,1.2875,0.1,1600.0,82.94
1550,34.3333,7.81429,7.42857,59.0,0.8,0.1,1600.0,82.94
1553,25.6667,7.26667,7.73333,383.667,2.66667,0.1,3133.33,82.0399999999999
1554,28.0,6.72,6.5,59.0,2.58,0.1,1600.0,73.04
1555,22.675,6.38333,7.025,59.0,3.81818,0.1,750.0,78.26
1556,23.25,7.9,7.291667,128.0,2.591667,0.126667,1149.091,82.7599999999999
1557,23.16667,8.416026,7.308333,148.0,2.091667,0.144167,1560.909,82.7599999999999
1558,23.75,6.35,7.058333,151.0,1.516667,0.1225,780.0909,82.58
1559,24.25,7.65,7.466667,152.0,2.141667,0.156667,981.9091,82.58
1560,25.375,7.308333,7.283333,159.0,1.508333,0.15,1544.545,82.58
1561,26.75,6.975,7.191667,194.0,2.333333,0.1275,2224.545,82.58
1562,25.275,6.975,7.5,156.0,1.725,0.1225,740.0,82.58
1563,26.375,7.35,7.425,153.0,1.85,0.1175,363.3333,88.2
1564,26.0,7.75,7.25,169.0,1.125,0.1575,1836.667,82.58
1565,27.375,6.925,7.15,147.0,1.55,0.1,720.0,82.7599999999999
1566,23.0,4.0,7.76,199.0,1.8,0.1,1600.0,65.72
1567,25.25,5.1,7.725,271.0,0.8,0.1,1600.0,76.78
1568,25.25,1.05,7.3725,287.0,3.4,0.1,1600.0,49.62
1569,25.0,4.7,7.775,273.0,1.3,0.1,1600.0,71.16
1570,28.5,6.575,7.125,173.0,1.6,0.1,1600.0,82.58
1571,24.0,2.95,7.4875,295.0,1.6,0.1,1600.0,54.3
1572,20.5,4.5,8.0275,420.0,0.9,0.1,1600.0,70.8
1573,26.25,4.15,7.7875,172.0,0.8,0.1,1600.0,71.34
1574,20.75,8.925,7.025,104.0,1.675,0.11,90.5,88.38
1575,22.0,7.1,7.025,182.0,1.775,0.13,500.5,82.58
1576,22.25,5.825,6.975,188.0,2.725,0.1225,607.0,60.46
1577,24.0,5.675,6.625,129.0,2.075,0.1325,767.0,67.24
1578,24.0,6.1,6.55,129.0,4.625,0.1575,1070.0,68.18
1579,26.25,6.875,7.925,242.0,1.175,0.12,243.6667,88.02
1580,23.5,5.95,6.7,141.0,3.625,0.11,120.3333,71.48
1581,24.0,8.85,7.25,94.0,1.325,0.1,767.0,82.7599999999999
1582,29.33333,7.566667,6.666667,142.0,2.966667,0.113333,1515.0,72.86
1583,27.7,7.05,7.55,111.0,1.625,0.1125,486.6667,88.38
1584,25.25,6.875,7.175,293.0,2.2,0.13,530.25,82.4
1585,22.0,5.775,7.3,178.0,2.925,0.16,1066.667,76.96
1586,22.5,4.675,6.8,57.0,1.725,0.1275,560.0,68.4
1587,23.5,6.35,7.05,106.0,2.275,0.145,400.0,88.38
1589,24.75,6.85,7.85,189.0,2.35,0.1225,966.6667,82.58
1590,15.66667,7.15,7.2,127.0,2.0,0.11,636.6667,82.7599999999999
1592,28.0,23.08333,6.466667,268.0,2.575,2.308333,78.58333,71.52
1593,28.0,20.16667,6.333333,293.0,3.908333,2.7,250.8333,66.84
1594,28.0,19.33333,6.125,283.0,4.266667,2.7,257.5,66.84
1595,28.0,18.58333,6.241667,288.0,4.333333,2.8,404.1667,66.84
1596,28.0,22.91667,6.375,278.0,2.433333,2.3,90.83333,71.52
1597,28.0,22.41667,6.5,293.0,3.166667,2.316667,114.1667,73.44
1598,28.0,23.08333,6.233333,256.0,3.308333,2.366667,131.6667,66.84
1599,28.0,22.41667,6.35,277.0,3.616667,2.541667,171.6667,66.84
1600,28.0,20.91667,6.22,283.0,3.833333,2.533333,190.0,66.84
1601,22.0,7.375,7.45,144.0,1.25,0.1425,452.5,88.38
1602,23.5,7.2,7.175,150.0,1.6,0.1525,1002.75,82.7599999999999
1603,29.0,6.675,7.05,76.0,1.75,0.12,1492.5,82.7599999999999
1604,22.25,8.5,7.1,128.0,2.825,0.1,272.75,88.38
1605,23.5,8.25,7.125,116.0,3.025,0.1125,272.75,83.7
1606,27.0,7.266667,6.466667,85.0,1.5,0.103333,1000.5,66.2599999999999
1607,24.5,7.05,6.775,145.0,3.175,0.1075,485.0,77.1
1608,27.5,6.875,7.375,98.0,0.675,0.135,229.5,88.38
1609,15.8,7.3,7.225,94.0,3.75,0.1075,886.6667,78.08
1610,21.5,8.35,7.45,110.0,2.0,0.11,1525.0,82.7599999999999
1611,28.4166667,5.42916667,8.455,580.833333,1.03666667,0.85,16.0,87.66
1612,25.0,7.8,8.3,517.0,1.0,0.36,21.0,93.28
1613,23.2,7.76,7.786,577.6,2.54,0.3432,12.8,93.28
1614,26.625,7.6125,8.125,417.625,3.275,0.2205,8.5,88.6
1615,25.0,8.8,8.3,561.0,2.0,0.38,9.0,93.28
1616,27.1,7.69,8.25,354.1,3.42,0.1429,13.9,88.6
1617,27.5454545,7.73636364,8.26818182,348.090909,3.23636364,0.05090909,14.1818182,88.6
1618,26.0,7.70909091,8.09090909,403.0,3.1,0.05381818,16.1818182,88.6
1619,26.5833333,7.325,7.55833333,422.75,2.5,0.9295,1600.0,82.0399999999999
1620,28.6666667,7.05,7.55083333,311.583333,1.98888889,0.72033333,1600.0,82.0399999999999
1621,26.8333333,7.15,7.58333333,363.666667,0.86666667,1.47633333,1600.0,82.0399999999999
1622,27.4,7.09090909,7.49454545,425.636364,2.14444444,0.99472727,1600.0,82.0399999999999
1623,27.0,6.95,8.5,668.0,5.0,0.174,17.0,88.6
1624,27.0,5.5,8.55,391.0,4.0,0.032,14.5,79.68
1625,22.0,7.1,8.1,506.0,4.0,0.47,430.0,82.98
1626,25.5,7.82,7.396,463.8,1.94,0.85,87.0,87.66
1627,37.5,8.275,8.068,283.75,2.04,1.0646,732.0,82.4
1628,24.0,8.0,7.6,592.5,1.4,1.3,38.3,93.28
1629,37.0,8.6,8.01666667,254.666667,1.26666667,0.98,576.0,82.4
1630,37.0,7.9,8.0,268.7,1.8,0.9,612.5,82.4
1631,37.0,8.025,8.172,298.5,2.06,1.0266,631.4,82.4
1632,25.2,6.98333333,7.48583333,335.583333,1.8375,0.47533333,1600.0,82.0399999999999
1633,23.37,7.58,7.478,355.4,1.6,0.752,99.6,87.66
1634,26.4166667,7.63333333,7.8725,273.583333,2.275,0.17933333,15.5833333,93.64
1635,22.3833333,7.16666667,7.6,482.083333,2.39166667,0.7335,111.0,87.66
1636,21.4083333,7.83333333,7.5,535.75,1.70833333,0.97083333,82.0,87.66
1637,34.4166667,6.08333333,7.74166667,535.55,5.25833333,2.4154,40.75,88.6
1638,32.0,5.71,7.534,603.8,5.68,2.50456,54.0,77.36
1639,31.4333333,6.23636364,7.585,573.333333,4.73333333,3.14145,49.5714286,88.6
1640,27.5,7.0,7.7,351.5,1.5,0.1,3170.0,82.0399999999999
1641,27.6666667,7.38,7.97666667,358.666667,1.89333333,0.21666667,1510.0,82.0399999999999
1642,27.5,7.2,7.7,534.5,2.0,0.3,1907.5,82.0399999999999
1643,27.5,7.1,8.0,525.3,1.9,0.3,2775.0,82.0399999999999
1644,27.0,6.97,7.87,659.0,1.9,0.268,2150.0,82.0399999999999
1645,25.8,5.74,7.67,417.25,4.32,1.7418,50.0,82.98
1646,31.9583333,5.99166667,7.72083333,663.666667,5.43333333,2.510575,43.4285714,82.98
1648,30.6666667,5.84444444,7.66444444,487.111111,5.18888889,2.75388889,39.2,82.98
1649,37.3,7.5,7.8,521.2,2.2,3.4,646.7,82.0399999999999
1650,21.9,5.224,7.751,994.9,6.55,3.2473,346.0,72.68
1651,29.3,6.18888889,7.53222222,520.0,5.02222222,3.02506667,50.6,82.98
1652,31.375,6.4,7.62,506.875,3.975,2.4725,68.0,82.98
1653,28.3777778,6.16666667,7.60666667,510.333333,4.8,3.51411111,52.6,82.98
1654,29.37,6.09,7.545,539.8,5.11,2.84084,69.0,82.98
1655,31.125,6.4625,7.6375,561.125,3.675,2.279375,95.8333333,82.98
1656,31.275,6.5,7.68,578.75,3.8375,2.5387125,68.6,82.98
1657,22.0,5.194,7.872,839.8,5.7,2.03616667,348.0,77.36
1658,31.6083333,6.25,7.65083333,567.75,4.88333333,2.15059167,88.5714286,82.98
1659,31.4285714,6.48571429,7.79,482.142857,4.28571429,1.96288571,45.8,88.6
1660,31.9777778,5.83333333,7.79888889,444.777778,4.82222222,2.11987778,51.6666667,77.36
1661,28.5,8.2,7.7,295.8,1.0,0.8,11.0,93.64
1662,28.8,7.8,7.6,347.3,1.0,1.4,100.8,87.66
1663,28.7083333,7.73333333,7.72,371.833333,1.0,1.4,157.583333,87.66
1664,30.3,7.6,7.7,392.3,1.0,1.6,37.3,93.28
1665,29.0,6.9375,7.69125,233.375,1.36666667,2.0715,15.4285714,93.64
1666,29.0,7.2,7.5,320.0,1.4,2.5065,17.5,93.28
1667,28.4285714,7.05714286,7.95714286,213.0,1.2,1.476,17.8571429,93.82
1668,27.1666667,7.275,7.53333333,271.958333,1.15,1.26483333,127.333333,88.02
1669,27.1666667,7.60833333,7.925,189.15,1.36666667,0.91862667,1936.66667,82.58
1670,27.0,7.475,7.80666667,199.208333,1.5,0.17901871,2415.0,82.58
1672,26.4166667,7.32727273,7.94166667,202.833333,1.29166667,0.39317113,1615.83333,82.58
1673,27.0,7.24166667,8.0325,236.983333,1.825,0.33766971,2625.0,82.4
1674,27.0,7.33333333,7.96583333,188.0,1.475,0.18999392,3293.33333,82.58
1675,25.9090909,7.80833333,8.02333333,201.616667,1.28333333,0.65548271,1508.33333,82.58
1676,28.5,8.05,8.04666667,198.0,1.36666667,0.49037929,1022.5,82.58
1678,27.6666667,7.63333333,7.99666667,202.2,1.40833333,0.34684438,1718.33333,82.58
1679,27.25,6.65,7.92833333,183.75,1.65833333,0.68916454,829.166667,82.58
1680,28.0909091,7.45,8.03333333,2452.83333,1.30833333,0.77932675,3016.66667,82.0399999999999
1681,22.8333333,7.54166667,7.53333333,319.833333,1.52222222,0.48866667,657.5,82.0399999999999
1682,24.3,7.5,7.4,329.3,1.6,0.4,827.5,82.0399999999999
1683,28.8,7.6,7.6,389.3,1.0,1.2,106.3,87.66
1684,29.5,8.1,7.7,344.0,1.0,1.4,84.5,87.66
1685,24.0,7.6,7.5,330.3,1.6,0.5,820.0,82.0399999999999
1686,23.8,7.5,7.5,336.0,1.9,0.6,995.0,82.0399999999999
1687,29.5,7.7,7.8,332.5,1.0,1.5,41.0,93.28
1688,26.2818182,6.42727273,7.14545455,59.0,1.36363636,1.30818182,121.818182,88.56
1689,28.8571429,6.9375,7.875,235.875,1.6,1.7295,15.75,93.64
1690,27.25,7.275,7.51666667,266.25,1.44,1.22216667,153.333333,88.02
1691,27.25,7.175,7.60833333,277.5,2.1,1.26033333,275.833333,88.02
1692,28.9166667,7.39166667,7.90416667,144.266667,1.53333333,0.39437738,2352.5,82.7599999999999
1694,27.5,7.49166667,7.85,156.5,1.41666667,0.24835392,1439.16667,82.58
1695,27.5,7.54166667,7.95583333,162.166667,1.825,0.42443346,2727.5,82.58
1696,25.9166667,7.35833333,7.82583333,249.166667,1.575,0.43058713,683.333333,82.4
1698,29.0833333,8.84166667,7.895,190.966667,1.81666667,0.28752575,931.666667,82.58
1700,27.0833333,7.66666667,7.9525,200.5,1.7,0.51356817,1453.33333,82.58
1702,26.3333333,7.05833333,7.725,143.141667,1.24166667,1.19338058,3491.66667,82.7599999999999
1704,28.25,7.78333333,7.86454545,192.375,1.625,1.54070204,2825.0,82.58
1705,28.75,7.85,7.7425,142.75,1.53333333,0.85767458,1567.5,82.7599999999999
1706,28.1666667,7.43333333,7.78,177.341667,1.75,0.59043725,1069.16667,82.58
1707,25.8333333,7.63333333,7.8975,139.916667,1.74166667,0.53794825,2266.66667,82.7599999999999
1708,25.6666667,7.53333333,7.875,152.5,1.525,0.63328583,1256.66667,82.58
1713,26.08,7.83,7.55,168.555556,0.64,4.667,1600.0,82.58
1715,22.6333333,7.30833333,6.925,59.0,1.9,0.1,1600.0,66.44
1716,24.3083333,7.825,7.13333333,59.0,1.63636364,0.1,750.0,82.94
1717,24.0333333,7.68333333,6.86666667,59.0,1.75,0.1,1500.0,79.64
1718,26.0,7.95833333,7.85666667,139.5,1.925,0.49767179,3470.0,82.7599999999999
1720,23.3666667,7.5,7.30833333,59.0,2.0,0.1,1600.0,82.94
1721,23.5833333,7.38333333,6.94166667,59.0,2.55,0.1,1600.0,66.44
1722,24.7272727,7.72727273,7.63454545,151.545455,1.56363636,0.93891182,1471.81818,82.58
1724,28.1818182,7.57272727,8.10727273,241.454545,1.20909091,0.27840282,2798.18182,82.4
1726,27.0454545,7.46363636,7.53636364,164.4,0.45454545,5.67454545,1600.0,82.58
1727,26.6818182,7.85454545,7.57272727,165.7,0.6,4.79818182,1600.0,82.58
1728,26.5,7.83636364,7.49090909,154.5,0.39090909,5.17727273,1600.0,82.58
1729,24.25,6.3,6.99166667,59.0,4.41666667,0.1,1650.0,61.76
1730,23.7166667,5.90833333,7.03333333,59.0,5.16666667,0.1,1500.0,72.64
1731,23.075,7.49166667,7.025,59.0,2.54166667,0.1,1500.0,82.94
1732,22.575,7.60833333,7.18333333,59.0,2.33333333,0.1,1350.0,82.94
1733,23.4833333,7.78333333,7.31666667,59.0,3.3,0.1,750.0,78.26
1734,27.3333333,6.81666667,7.95833333,573.583333,4.66666667,1.10099167,86.1666667,82.98
1735,25.5,5.9,7.67333333,313.25,6.52916667,1.508827273,76.5833333,72.68
1736,25.6666667,5.46666667,7.6225,363.083333,6.63333333,1.70746667,47.0,78.3
1737,26.0833333,5.20909091,7.33083333,467.0,8.78333333,2.62591667,151.666667,72.68
1738,25.3333333,6.40833333,7.5775,359.0,4.125,1.907225,55.1666667,82.98
1739,26.0,5.23333333,7.49,343.916667,9.51666667,1.87548333,160.416667,72.68
1740,25.0,6.5,7.515,201.03,4.18,1.273703,33.6,89.14
1741,28.3636364,6.30909091,8.1,969.954545,4.76363636,1.35024545,85.4545455,82.98
1742,27.2727273,6.78181818,8.08166667,537.025,4.38666667,1.23381667,84.0,82.98
1743,27.3636364,6.41818182,8.06666667,733.258333,5.13333333,1.87498333,98.1818182,82.98
1744,27.5833333,6.1,7.95833333,935.391667,6.15,2.103375,82.5,78.3
1745,25.5555556,6.61111111,7.9125,641.544444,4.88888889,1.3999,75.5555556,82.98
1746,29.6666667,6.56666667,8.06666667,581.591667,4.4,1.52126667,103.333333,82.98
1747,30.1818182,6.23090909,8.1,568.990909,4.546,1.80817273,103.0,82.98
1748,27.4166667,6.8,7.84166667,432.08,4.20833333,1.05144167,81.6666667,82.98
1749,26.5833333,5.74166667,8.065,477.25,2.15,1.775,187.666667,82.04
1750,24.8333333,7.975,8.02833333,481.0,2.3,0.30666667,854.0,82.0399999999999
1751,24.75,8.56666667,8.155,521.6,3.11666667,0.295,1056.0,77.36
1752,24.75,7.68333333,8.0875,564.6,4.825,0.8025,1600.0,77.36
1753,24.5833333,7.96666667,8.18666667,480.0,2.15,0.27583333,1182.0,82.0399999999999
1754,24.9166667,7.93333333,8.13333333,513.7,3.15833333,0.27416667,1600.0,77.36
1755,26.5,6.825,7.895,337.7,1.73333333,0.23,1196.0,82.0399999999999
1756,27.5833333,6.53333333,8.03916667,342.4,1.54166667,0.3025,1188.0,82.0399999999999
1757,25.0833333,8.11666667,8.15916667,480.7,2.275,0.2625,1380.0,82.0399999999999
1758,20.0,5.525,7.72416667,331.416667,0.625,0.26416667,1200.0,76.42
1759,20.0,5.725,7.5875,343.833333,0.65416667,0.2705,1308.33333,76.42
1760,20.0,5.00833333,7.11,671.083333,0.65,0.31633333,1325.0,53.94
1761,26.2583333,6.43333333,7.53583333,255.333333,1.11666667,1.73666667,524.5,82.4
1762,26.2166667,6.7,7.7525,243.916667,1.0,1.20325,329.666667,88.02
1763,25.5916667,6.41666667,7.74,247.666667,1.1,1.49333333,428.416667,88.02
1764,26.3666667,6.20833333,7.40583333,268.333333,1.2,1.9625,984.083333,82.4
1765,25.5916667,6.30833333,7.5675,307.25,1.33333333,1.89666667,793.25,82.0399999999999
1766,25.75,7.7,7.6125,59.0,1.15,0.1,7.0,94.18
1767,25.75,7.7,7.7,59.0,1.225,0.1,10.0,94.18
1768,27.4444444,6.01111111,7.95555556,539.888889,4.74444444,1.87765556,100.0,82.98
1769,26.3333333,6.20833333,8.1825,393.833333,1.88333333,0.79166667,105.583333,87.66
1770,26.5,5.61666667,7.70666667,651.75,3.20833333,3.44166667,148.75,77.36
1771,26.7727273,5.79166667,8.08166667,421.166667,2.175,0.71566667,185.833333,82.04
1772,26.8181818,5.30833333,8.08,393.0,2.2,0.91666667,148.333333,82.04
1773,27.25,7.925,7.86583333,59.0,2.06666667,0.66466667,1395.83333,82.94
1774,30.5,6.99,7.918,491.75,4.24444444,2.996,1160.0,77.36
1775,24.5,8.9,8.12916667,429.5,2.59166667,0.295,1130.0,82.0399999999999
1776,20.1666667,5.96666667,7.965,696.666667,6.0,2.19616667,138.583333,77.36
1777,19.0,5.87,7.78833333,620.916667,5.30833333,1.3125,121.416667,77.36
1778,19.5,5.29333333,7.84166667,653.583333,6.23333333,1.29366667,163.333333,72.68
1779,20.0,5.5375,7.90083333,893.25,6.60833333,2.4275,116.666667,72.68
1780,18.2222222,5.84,7.951,553.9,5.38,1.3028,154.6,77.36
1781,21.525,7.775,7.55727273,504.916667,1.71666667,0.98366667,80.6363636,87.66
1782,22.5,7.8,7.543,495.3,1.94,0.9868,100.2,87.66
1783,21.6363636,6.06454545,7.99909091,562.0,5.30909091,1.91581818,193.636364,82.98
1784,22.5,5.91416667,7.9675,495.333333,4.96333333,1.23725,185.833333,77.36
1785,23.0,5.29333333,7.85583333,541.25,6.175,1.39783333,235.0,72.68
1786,19.0833333,5.93166667,7.85166667,572.916667,5.32666667,1.45583333,151.916667,77.36
1787,18.25,5.3525,7.89916667,622.416667,6.74166667,1.47016667,247.5,72.68
1788,19.7272727,5.99666667,7.76666667,643.5,4.98,1.34083333,200.083333,77.36
1789,22.1818182,5.53545455,7.85363636,740.272727,5.37545455,1.65963636,183.636364,77.36
1790,21.7272727,5.32909091,7.80363636,688.454545,7.20909091,1.26809091,178.181818,72.68
1791,20.8333333,5.58666667,7.94833333,561.25,5.635,1.48183333,144.5,77.36
1792,21.9166667,5.0475,7.94083333,590.583333,6.625,1.67875,245.0,50.2
1793,20.6363636,5.35909091,8.10272727,895.0,6.86363636,2.14181818,283.636364,72.68
1794,19.6,6.204,8.354,779.6,4.94,2.05,224.0,82.98
1795,21.1666667,5.77166667,8.04083333,523.833333,5.86416667,1.39308333,206.666667,77.36
1796,20.0,5.86666667,7.665,431.166667,0.64166667,0.33391667,1250.0,76.42
1797,20.3333333,6.09166667,7.27916667,118.666667,0.48333333,0.098,200.0,88.38
1798,26.1666667,6.60833333,7.93333333,861.0,4.375,2.422458333,113.083333,82.98
1799,25.6666667,6.15,7.66833333,330.25,4.95,1.12885,37.6666667,88.6
1800,25.0833333,6.24545455,7.6325,267.0,4.55833333,1.0559,30.4166667,88.96
1801,25.0833333,6.31666667,7.77666667,197.0,4.15833333,1.27196,44.1666667,89.14
1802,25.1666667,6.38181818,7.66333333,260.583333,3.93333333,1.43525,35.6666667,88.96
1803,25.4166667,6.1,7.62833333,286.916667,5.04166667,1.870718182,39.6666667,88.96
1804,20.0,5.715,7.94083333,760.25,5.55833333,1.78191667,96.3333333,77.36
1805,27.9166667,6.50833333,8.1,416.583333,1.5175,0.19825,334.166667,87.66
1806,28.4166667,6.23333333,8.045,474.833333,1.06666667,0.24975,324.166667,87.66
1807,26.6666667,6.74166667,7.89583333,424.75,1.24833333,0.20025,542.5,82.0399999999999
1808,28.5,5.6,7.71416667,475.083333,1.705,0.24741667,673.333333,76.42
1809,26.1666667,6.85833333,7.85416667,441.75,1.26333333,0.16941667,346.666667,87.66
1810,28.9166667,7.375,8.15083333,726.833333,1.155,0.22225,322.5,87.66
1811,25.8333333,6.8,7.805,500.416667,1.2875,0.15833333,368.333333,87.66
1812,28.0,6.50833333,8.11636364,635.181818,0.82916667,0.17175,325.0,87.66
1813,28.3333333,7.99166667,8.06083333,598.25,0.93083333,0.18316667,303.333333,87.66
1814,27.8333333,7.575,7.83083333,670.0,0.8825,0.22683333,305.0,87.66
1815,27.6363636,7.62727273,8.15272727,576.454545,0.83090909,0.19581818,287.272727,87.66
1816,26.5833333,6.09166667,8.02666667,738.833333,1.94166667,0.159,460.0,87.66
1817,26.0,6.425,8.05916667,752.166667,1.92166667,0.19925,503.333333,82.0399999999999
1818,28.1666667,6.475,8.00166667,657.083333,1.25083333,0.20641667,316.666667,87.66
1819,24.2727273,6.8,8.07090909,575.909091,1.91454545,0.21581818,319.090909,87.66
1820,26.8333333,6.35833333,7.78416667,431.25,1.3225,0.25441667,348.333333,87.66
1821,27.5,5.8,7.88333333,289.5,1.19083333,0.18916667,288.333333,82.4
1822,26.9166667,6.91666667,7.77083333,398.75,1.8525,0.2125,351.666667,87.66
1823,27.4545455,7.0,8.11545455,513.454545,1.67636364,0.21945455,863.636364,82.0399999999999
1824,31.5,8.13333333,8.04583333,1132.66667,0.81083333,0.19966667,302.5,87.66
1825,31.8333333,7.75,8.12833333,1072.75,1.64666667,0.15833333,288.333333,87.66
1826,25.0,7.275,7.8,345.0,1.25,0.12,1600.0,82.0399999999999
1827,24.25,7.1,7.5825,325.0,1.25,0.145,1600.0,82.0399999999999
1828,28.3333333,6.67,7.46666667,571.0,2.5,1.375,38.6666667,93.28
1829,27.0,7.05,8.325,555.5,1.0,0.705,1600.0,82.0399999999999
1830,26.5125,6.075,8.165,933.571429,3.57142857,3.373625,53.625,82.98
1831,26.5,4.475,7.55,502.25,3.0,0.73625,1600.0,70.8
1832,27.6666667,4.3,7.76666667,557.333333,2.66666667,0.96333333,1600.0,70.8
1833,24.625,6.7,7.0,76.0,0.7,0.3225,435.0,88.38
1834,24.75,6.825,8.075,146.0,1.0,0.171,1600.0,82.7599999999999
1835,26.5,6.85,8.0,281.75,1.0,0.345,1600.0,82.4
1836,26.75,7.375,8.0,294.75,1.0,0.3575,1600.0,82.4
1837,26.6666667,5.76666667,7.56666667,276.583333,1.91666667,0.42583333,1600.0,76.78
1838,24.625,7.125,7.275,110.25,0.425,0.3075,315.0,88.38
1839,26.1666667,8.09166667,8.06333333,275.5,0.83833333,0.2925,220.0,88.02
1840,26.25,7.975,8.02083333,193.166667,0.91916667,0.18491667,219.166667,88.2
1841,27.5833333,6.74166667,7.9625,254.666667,0.97666667,0.17808333,285.0,88.02
1842,27.5833333,5.85833333,7.9875,342.833333,1.29916667,0.16883333,347.5,82.04
1843,27.4166667,6.65833333,7.88833333,237.0,0.94666667,0.1645,277.5,88.02
1844,25.2222222,7.57777778,7.92333333,185.555556,0.99111111,0.14966667,211.111111,88.2
1845,28.0833333,5.76666667,7.99666667,422.916667,1.28333333,0.2575,289.166667,82.04
1846,28.1666667,5.1,7.87083333,500.833333,1.79916667,0.21225,369.166667,82.04
1847,28.375,6.33333333,7.57666667,830.166667,1.83333333,0.2425,2020.0,82.0399999999999
1848,24.0,7.38333333,7.615,103.875,1.16666667,0.09333333,94.1666667,88.38
1849,25.5833333,7.09166667,7.67441667,103.1,1.15,0.20916667,130.833333,88.38
1850,26.4166667,6.4,7.66283333,139.958333,2.02916667,0.1575,368.333333,88.38
1851,29.375,6.60833333,6.95208333,341.727273,1.31666667,0.11083333,103.333333,71.16
1852,25.1666667,7.16666667,7.66233333,86.8333333,1.13333333,0.14083333,113.333333,88.38
1853,24.0833333,7.16666667,7.51766667,87.7916667,1.075,0.11666667,95.8333333,88.38
1854,29.0,6.87272727,7.55881818,787.1,3.2,0.14181818,178.181818,82.98
1855,29.25,6.85833333,7.15333333,338.25,1.33333333,0.13333333,135.0,87.66
1856,24.3333333,7.55,7.59666667,86.2833333,1.74166667,0.09833333,102.5,88.38
1857,29.3333333,6.4,6.9615,263.833333,1.325,0.12583333,159.833333,71.52
1858,26.75,6.23333333,7.591,170.033333,1.82083333,0.23,276.666667,88.2
1859,27.0,6.25833333,7.57066667,200.358333,2.0375,1.41583333,298.333333,88.2
1860,27.075,6.625,6.85,55.75,0.45,0.4,550.0,79.64
1861,25.625,6.875,7.375,42.25,0.45,0.15,1400.0,82.94
1862,26.125,5.9,6.725,476.5,1.95,0.2475,2425.0,69.82
1863,23.875,6.65,6.5,25.25,0.75,0.08,40.25,84.28
1864,26.625,6.775,6.775,739.5,1.625,0.2,381.0,81.06
1865,29.0,7.45,7.35,50.75,0.95,0.153333333,282.5,88.56
1866,27.7916667,7.45833333,7.60833333,243.666667,3.29166667,0.133333333,1525.0,77.72
1867,25.5,7.1,7.535,96.25,0.575,0.15,885.0,82.7599999999999
1868,26.1666667,7.93333333,7.1,26.6666667,1.0,0.093333333,170.0,88.56
1869,27.75,7.95,7.125,25.25,0.975,0.79175,182.5,88.56
1870,29.5,30.3666667,8.04,230.766667,1.45,0.1,170.0,88.02
1871,29.0,5.15,8.055,412.5,1.7,0.05,1600.0,76.42
1872,19.3,6.47,6.516,111.07,5.67,0.142,12.4,79.42
1873,24.4545455,7.66363636,8.01,249.090909,1.51818182,0.40390909,370.909091,88.02
1874,32.0,7.86,8.292,486.7,1.506,0.2148,282.0,87.66
1877,23.625,6.15,8.254,475.0,2.7,0.167,3650.0,82.0399999999999
1878,22.4090909,4.834,7.94818182,434.545455,4.39454545,0.24363636,43.8181818,77.36
1879,22.9166667,5.96083333,8.31916667,577.5,1.44333333,0.258181818,25.5,87.66
1880,22.75,6.06833333,7.975,357.5,1.16333333,0.615,17.25,93.28
1881,21.1666667,5.00416667,7.7975,480.833333,1.6025,0.31,220.083333,59.56
1882,25.75,4.5575,7.71,457.5,1.80416667,0.35,22.0833333,82.04
1883,29.0,5.0,8.0,359.0,4.0,0.23,15.0,77.36
1884,25.0,6.0,8.0,571.0,1.0,1.0,44.0,93.28
1885,24.0,6.0,8.0,712.0,1.0,1.0,13.0,93.28
1886,22.9545455,5.43181818,8.44454545,683.636364,4.50727273,0.38272727,37.5454545,82.98
1887,22.4545455,6.17727273,8.48545455,625.454545,1.55636364,0.28909091,234.181818,87.66
